name,telescope,exptime,jd,date,band,chip,readout,filename,nimages,flattype,note,field,flat_type
F2460478_30d_R_99,MOA-II,121,2460478,        2024-06-16,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2460478_30d_R_9,MOA-II,121,2460478,        2024-06-16,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_8,MOA-II,121,2460478,        2024-06-16,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_8.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_7,MOA-II,121,2460478,        2024-06-16,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_7.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_6,MOA-II,121,2460478,        2024-06-16,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_6.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_5,MOA-II,121,2460478,        2024-06-16,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_5.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_4,MOA-II,121,2460478,        2024-06-16,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_3,MOA-II,121,2460478,        2024-06-16,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_2,MOA-II,121,2460478,        2024-06-16,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_10,MOA-II,121,2460478,        2024-06-16,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_10.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_1,MOA-II,121,2460478,        2024-06-16,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_1.fits.gz,10,,good,        flat_round,dome
F2460478_30d_R_0,MOA-II,121,2460478,        2024-06-16,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460478_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2460218_30d_R_99,MOA-II,121,2460218,        2023-09-01,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2460218_30d_R_9,MOA-II,121,2460218,        2023-09-30,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_8,MOA-II,121,2460218,        2023-09-30,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_8.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_7,MOA-II,121,2460218,        2023-09-30,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_7.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_6,MOA-II,121,2460218,        2023-09-01,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_6.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_5,MOA-II,121,2460218,        2023-09-01,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_5.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_4,MOA-II,121,2460218,        2023-09-01,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_3,MOA-II,121,2460218,        2023-09-30,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_2,MOA-II,121,2460218,        2023-09-30,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_10,MOA-II,121,2460218,        2023-09-01,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_10.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_1,MOA-II,121,2460218,        2023-09-01,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_1.fits.gz,10,,good,        flat_round,dome
F2460218_30d_R_0,MOA-II,121,2460218,        2023-09-01,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460218_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_99,MOA-II,121,2460193,        2023-09-01,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_9,MOA-II,121,2460193,        2023-09-01,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_9.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_8,MOA-II,121,2460193,        2023-09-06,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_8.fits.gz,6,,bad,        flat_round,dome
F2460193_30d_R_7,MOA-II,121,2460193,        2023-09-01,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_7.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_6,MOA-II,121,2460193,        2023-09-01,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_6.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_5,MOA-II,121,2460193,        2023-09-01,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_5.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_4,MOA-II,121,2460193,        2023-09-01,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_4.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_3,MOA-II,121,2460193,        2023-09-01,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_3.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_2,MOA-II,121,2460193,        2023-09-06,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_2.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_10,MOA-II,121,2460193,        2023-09-01,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_10.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_1,MOA-II,121,2460193,        2023-09-01,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_1.fits.gz,10,,bad,        flat_round,dome
F2460193_30d_R_0,MOA-II,121,2460193,        2023-09-01,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460193_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2460188_30d_V_99,MOA-II,121,2460188,        2023-09-01,V,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_99.fits.gz,9,,bad,        flat_round,dome
F2460188_30d_V_9,MOA-II,121,2460188,        2023-09-01,V,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_9.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_8,MOA-II,121,2460188,        2023-09-01,V,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_8.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_7,MOA-II,121,2460188,        2023-09-01,V,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_7.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_6,MOA-II,121,2460188,        2023-09-01,V,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_6.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_5,MOA-II,121,2460188,        2023-09-01,V,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_5.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_4,MOA-II,121,2460188,        2023-09-01,V,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_4.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_3,MOA-II,121,2460188,        2023-09-01,V,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_3.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_2,MOA-II,121,2460188,        2023-09-01,V,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_2.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_10,MOA-II,121,2460188,        2023-09-01,V,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_10.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_1,MOA-II,121,2460188,        2023-09-01,V,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_1.fits.gz,9,,good,        flat_round,dome
F2460188_30d_V_0,MOA-II,121,2460188,        2023-09-01,V,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_V_0.fits.gz,9,,bad,        flat_round,dome
F2460188_30d_R_99,MOA-II,121,2460188,        2023-09-01,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2460188_30d_R_9,MOA-II,121,2460188,        2023-09-01,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_8,MOA-II,121,2460188,        2023-09-01,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_8.fits.gz,3,,good,        flat_round,dome
F2460188_30d_R_7,MOA-II,121,2460188,        2023-09-01,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_7.fits.gz,9,,good,        flat_round,dome
F2460188_30d_R_6,MOA-II,121,2460188,        2023-09-01,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_6.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_5,MOA-II,121,2460188,        2023-09-01,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_5.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_4,MOA-II,121,2460188,        2023-09-01,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_3,MOA-II,121,2460188,        2023-09-01,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_2,MOA-II,121,2460188,        2023-09-01,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_10,MOA-II,121,2460188,        2023-09-01,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_10.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_1,MOA-II,121,2460188,        2023-09-01,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_1.fits.gz,10,,good,        flat_round,dome
F2460188_30d_R_0,MOA-II,121,2460188,        2023-09-01,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460188_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2460146_30d_R_99,MOA-II,121,2460146,        2023-07-20,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_99.fits.gz,9,,bad,        flat_round,dome
F2460146_30d_R_9,MOA-II,121,2460146,        2023-07-06,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2460146_30d_R_7,MOA-II,121,2460146,        2023-07-20,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_7.fits.gz,9,,good,        flat_round,dome
F2460146_30d_R_6,MOA-II,121,2460146,        2023-07-20,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_6.fits.gz,2,,good,        flat_round,dome
F2460146_30d_R_5,MOA-II,121,2460146,        2023-07-20,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_5.fits.gz,5,,good,        flat_round,dome
F2460146_30d_R_4,MOA-II,121,2460146,        2023-07-06,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2460146_30d_R_3,MOA-II,121,2460146,        2023-07-20,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460146_30d_R_2,MOA-II,121,2460146,        2023-07-20,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2460146_30d_R_10,MOA-II,121,2460146,        2023-07-20,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_10.fits.gz,8,,good,        flat_round,dome
F2460146_30d_R_1,MOA-II,121,2460146,        2023-07-20,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_1.fits.gz,7,,good,        flat_round,dome
F2460146_30d_R_0,MOA-II,121,2460146,        2023-07-20,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460146_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2460145_30d_R_99,MOA-II,121,2460145,        2023-07-20,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_99.fits.gz,3,,bad,        flat_round,dome
F2460145_30d_R_9,MOA-II,121,2460145,        2023-07-06,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_9.fits.gz,9,,bad,        flat_round,dome
F2460145_30d_R_7,MOA-II,121,2460145,        2023-07-06,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_7.fits.gz,3,,bad,        flat_round,dome
F2460145_30d_R_4,MOA-II,121,2460145,        2023-07-20,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_4.fits.gz,9,,bad,        flat_round,dome
F2460145_30d_R_3,MOA-II,121,2460145,        2023-07-06,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_3.fits.gz,10,,bad,        flat_round,dome
F2460145_30d_R_2,MOA-II,121,2460145,        2023-07-06,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_2.fits.gz,6,,bad,        flat_round,dome
F2460145_30d_R_10,MOA-II,121,2460145,        2023-07-20,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_10.fits.gz,2,,bad,        flat_round,dome
F2460145_30d_R_1,MOA-II,121,2460145,        2023-07-20,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_1.fits.gz,1,,bad,        flat_round,dome
F2460145_30d_R_0,MOA-II,121,2460145,        2023-07-20,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460145_30d_R_0.fits.gz,4,,bad,        flat_round,dome
F2460132_30d_R_9,MOA-II,121,2460132,        2023-07-06,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_9.fits.gz,6,,good,        flat_round,dome
F2460132_30d_R_7,MOA-II,121,2460132,        2023-07-06,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_7.fits.gz,1,,bad,        flat_round,dome
F2460132_30d_R_4,MOA-II,121,2460132,        2023-07-06,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_4.fits.gz,6,,good,        flat_round,dome
F2460132_30d_R_3,MOA-II,121,2460132,        2023-07-06,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_3.fits.gz,9,,good,        flat_round,dome
F2460132_30d_R_2,MOA-II,121,2460132,        2023-07-06,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_2.fits.gz,3,,good,        flat_round,dome
F2460132_30d_R_0,MOA-II,121,2460132,        2023-07-06,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460132_30d_R_0.fits.gz,1,,bad,        flat_round,dome
F2460049_30d_R_99,MOA-II,121,2460049,        2023-04-14,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_99.fits.gz,2,,bad,        flat_round,dome
F2460049_30d_R_9,MOA-II,121,2460049,        2023-03-21,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2460049_30d_R_8,MOA-II,121,2460049,        2023-04-14,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_8.fits.gz,2,,good,        flat_round,dome
F2460049_30d_R_7,MOA-II,121,2460049,        2023-04-14,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_7.fits.gz,3,,good,        flat_round,dome
F2460049_30d_R_6,MOA-II,121,2460049,        2023-04-14,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_6.fits.gz,2,,good,        flat_round,dome
F2460049_30d_R_5,MOA-II,121,2460049,        2023-04-14,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_5.fits.gz,2,,good,        flat_round,dome
F2460049_30d_R_4,MOA-II,121,2460049,        2023-03-21,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_4.fits.gz,9,,good,        flat_round,dome
F2460049_30d_R_3,MOA-II,121,2460049,        2023-03-21,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460049_30d_R_2,MOA-II,121,2460049,        2023-03-21,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_2.fits.gz,5,,good,        flat_round,dome
F2460049_30d_R_10,MOA-II,121,2460049,        2023-04-14,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_10.fits.gz,2,,good,        flat_round,dome
F2460049_30d_R_1,MOA-II,121,2460049,        2023-04-14,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_1.fits.gz,2,,good,        flat_round,dome
F2460049_30d_R_0,MOA-II,121,2460049,        2023-04-14,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460049_30d_R_0.fits.gz,2,,bad,        flat_round,dome
F2460025_30d_R_9,MOA-II,121,2460025,        2023-03-21,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460025_30d_R_9.fits.gz,9,,good,        flat_round,dome
F2460025_30d_R_7,MOA-II,121,2460025,        2023-03-21,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460025_30d_R_7.fits.gz,1,,bad,        flat_round,dome
F2460025_30d_R_4,MOA-II,121,2460025,        2023-03-21,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460025_30d_R_4.fits.gz,7,,good,        flat_round,dome
F2460025_30d_R_3,MOA-II,121,2460025,        2023-03-21,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460025_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2460025_30d_R_2,MOA-II,121,2460025,        2023-03-21,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2460025_30d_R_2.fits.gz,3,,good,        flat_round,dome
F2459983_30d_R_99,MOA-II,121,2459983,        2023-02-07,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2459983_30d_R_9,MOA-II,121,2459983,        2023-01-22,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_8,MOA-II,121,2459983,        2023-02-07,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_8.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_7,MOA-II,121,2459983,        2023-02-07,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_7.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_6,MOA-II,121,2459983,        2023-01-22,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_6.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_5,MOA-II,121,2459983,        2023-02-07,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_5.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_4,MOA-II,121,2459983,        2023-02-07,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_3,MOA-II,121,2459983,        2023-02-07,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_2,MOA-II,121,2459983,        2023-01-22,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_10,MOA-II,121,2459983,        2023-01-22,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_10.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_1,MOA-II,121,2459983,        2023-01-22,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_1.fits.gz,10,,good,        flat_round,dome
F2459983_30d_R_0,MOA-II,121,2459983,        2023-01-17,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459983_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2459966_30d_V_99,MOA-II,121,2459966,        2023-01-17,V,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_99.fits.gz,10,,bad,        flat_round,dome
F2459966_30d_V_9,MOA-II,121,2459966,        2023-01-22,V,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_9.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_8,MOA-II,121,2459966,        2023-01-22,V,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_8.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_7,MOA-II,121,2459966,        2023-01-04,V,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_7.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_6,MOA-II,121,2459966,        2023-01-17,V,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_6.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_5,MOA-II,121,2459966,        2023-01-17,V,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_5.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_4,MOA-II,121,2459966,        2023-01-18,V,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_4.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_3,MOA-II,121,2459966,        2023-01-18,V,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_3.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_2,MOA-II,121,2459966,        2023-01-17,V,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_2.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_10,MOA-II,121,2459966,        2023-01-04,V,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_10.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_1,MOA-II,121,2459966,        2023-01-22,V,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_1.fits.gz,10,,good,        flat_round,dome
F2459966_30d_V_0,MOA-II,121,2459966,        2023-01-22,V,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_V_0.fits.gz,10,,bad,        flat_round,dome
F2459966_30d_R_99,MOA-II,121,2459966,        2023-01-22,R,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_99.fits.gz,10,,bad,        flat_round,dome
F2459966_30d_R_9,MOA-II,121,2459966,        2023-01-17,R,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_9.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_8,MOA-II,121,2459966,        2023-01-17,R,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_8.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_7,MOA-II,121,2459966,        2023-01-04,R,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_7.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_6,MOA-II,121,2459966,        2023-01-17,R,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_6.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_5,MOA-II,121,2459966,        2023-01-22,R,5,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_5.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_4,MOA-II,121,2459966,        2023-01-17,R,4,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_4.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_3,MOA-II,121,2459966,        2023-01-17,R,3,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_3.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_2,MOA-II,121,2459966,        2023-01-22,R,2,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_2.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_10,MOA-II,121,2459966,        2023-01-17,R,10,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_10.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_1,MOA-II,121,2459966,        2023-01-04,R,1,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_1.fits.gz,10,,good,        flat_round,dome
F2459966_30d_R_0,MOA-II,121,2459966,        2023-01-17,R,0,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459966_30d_R_0.fits.gz,10,,bad,        flat_round,dome
F2459962_30d_V_99,MOA-II,121,2459962,        2023-01-17,V,99,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459962_30d_V_99.fits.gz,10,,bad,        flat_round,dome
F2459962_30d_V_9,MOA-II,121,2459962,        2023-01-17,V,9,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459962_30d_V_9.fits.gz,10,,good,        flat_round,dome
F2459962_30d_V_8,MOA-II,121,2459962,        2023-01-17,V,8,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459962_30d_V_8.fits.gz,10,,good,        flat_round,dome
F2459962_30d_V_7,MOA-II,121,2459962,        2023-01-17,V,7,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459962_30d_V_7.fits.gz,10,,good,        flat_round,dome
F2459962_30d_V_6,MOA-II,121,2459962,        2023-01-17,V,6,-1,/home/phys/astronomy/rri38/moa/data/master/flat/F2459962_30d_V_6.fits.gz,10,,good,        flat_round,dome
